#Encoding:ASCII;;;;;;
#Separator:;;;;;;
#GpsTimeFormat:hh:mm:ss.ffff;;;;;;
#CpuTimeFormat:hh:mm:ss.fff;;;;;;
#Creation:06/16/2008 12:05:15.000;;;;;;
#Description:;;;;;;
#Fields:GPS_Lat;GPS_Lon;GPS_Date;GPS_Time;CPU_Date;CPU_Time;EventId
40,36523;-3,809165;06/16/2008;10:17:15.0000;06/16/2008;11:39:30.752;0
40,36520667;-3,809198333;06/16/2008;10:17:16.0000;06/16/2008;11:39:30.971;0
40,36520667;-3,809198333;06/16/2008;10:17:16.0000;06/16/2008;11:39:31.035;0
40,36516;-3,80926;06/16/2008;10:17:16.0000;06/16/2008;11:39:31.230;0
40,36513833;-3,809291667;06/16/2008;10:17:16.0000;06/16/2008;11:39:31.467;0
40,36513833;-3,809291667;06/16/2008;10:17:16.0000;06/16/2008;11:39:31.571;0
40,36511333;-3,809321667;06/16/2008;10:17:16.0000;06/16/2008;11:39:31.718;0
40,365065;-3,809381667;06/16/2008;10:17:17.0000;06/16/2008;11:39:31.980;0
40,365065;-3,809381667;06/16/2008;10:17:17.0000;06/16/2008;11:39:32.071;0
40,36504;-3,809411667;06/16/2008;10:17:17.0000;06/16/2008;11:39:32.217;0
40,365015;-3,80944;06/16/2008;10:17:17.0000;06/16/2008;11:39:32.467;0
40,365015;-3,80944;06/16/2008;10:17:17.0000;06/16/2008;11:39:32.571;0
40,36498833;-3,809468333;06/16/2008;10:17:17.0000;06/16/2008;11:39:32.718;0
40,36493833;-3,809528333;06/16/2008;10:17:18.0000;06/16/2008;11:39:32.978;0
40,36493833;-3,809528333;06/16/2008;10:17:18.0000;06/16/2008;11:39:33.073;0
40,364915;-3,80956;06/16/2008;10:17:18.0000;06/16/2008;11:39:33.224;0
40,36489167;-3,80959;06/16/2008;10:17:18.0000;06/16/2008;11:39:33.467;0
40,36489167;-3,80959;06/16/2008;10:17:18.0000;06/16/2008;11:39:33.612;0
40,36486667;-3,809623333;06/16/2008;10:17:18.0000;06/16/2008;11:39:33.717;0
40,36481833;-3,809688333;06/16/2008;10:17:19.0000;06/16/2008;11:39:33.981;0
40,36481833;-3,809688333;06/16/2008;10:17:19.0000;06/16/2008;11:39:34.112;0
40,36479167;-3,80972;06/16/2008;10:17:19.0000;06/16/2008;11:39:34.217;0
40,364765;-3,809751667;06/16/2008;10:17:19.0000;06/16/2008;11:39:34.467;0
40,364765;-3,809751667;06/16/2008;10:17:19.0000;06/16/2008;11:39:34.613;0
40,36473833;-3,809783333;06/16/2008;10:17:19.0000;06/16/2008;11:39:34.717;0
40,36469;-3,80985;06/16/2008;10:17:20.0000;06/16/2008;11:39:34.979;0
40,36469;-3,80985;06/16/2008;10:17:20.0000;06/16/2008;11:39:35.115;0
